	业务子类	受理时间	受理日类型	受理紧急程度	受理重要程度	首次评议	通话时长	供电所类型	用电类型	该线路当天跳闸重合闸成功次数	该线路当天跳闸重合闸不成功次数	前一天至当天成功	前一天至当天不成功	前两天至当天成功	前两天至当天不成功	前三天至当天成功	前三天至当天不成功	受理变电站编号	受理用户前半年总工单	受理用户前半年一般工单提级投诉	受理用户前半年意见不提级工单	受理用户前半年意见转投诉工单	受理用户前半年投诉工单	受理当天温度：最大/最小/平均	受理当天温度：最大/最小/平均.1	受理当天温度：最大/最小/平均.2	受理前期三天温度：最大/最小/平均	受理前期三天温度：最大/最小/平均.1	受理前期三天温度：最大/最小/平均.2	受理后期三天温度：最大/最小/平均	受理后期三天温度：最大/最小/平均.1	受理后期三天温度：最大/最小/平均.2	受理当天/前三天/后三天最恶劣天气	受理当天/前三天/后三天最恶劣天气.1	受理当天/前三天/后三天最恶劣天气.2	受理当天最大/最小/平均风力	受理当天最大/最小/平均风力.1	受理当天最大/最小/平均风力.2	受理前三天最大/最小/平均风力	受理前三天最大/最小/平均风力.1	受理前三天最大/最小/平均风力.2	受理后三天平均最大/最小/风力	受理后三天平均最大/最小/风力.1	受理后三天平均最大/最小/风力.2	受理当天风向	47-49/受理前三天最大/最小/平均负荷	47-49/受理前三天最大/最小/平均负荷.1	47-49/受理前三天最大/最小/平均负荷.2	业务类型	工单风险类别
969	1	22	2	2	1	3	94	1	4	0	0	0	0	0	0	0	0	40	6	1	0	0	0	31	24	27.52631579	31	22	26.58333333	31	21	27.19298246	11	9	10	3	1	1.789473684	3	0	1.75	3	1	1.736842105	2	1061.415	683.328	873.254	9	2
970	1	22	2	2	1	3	185	1	4	0	0	0	0	0	0	0	0	40	7	2	0	0	0	31	24	27.52631579	31	22	26.58333333	31	21	27.19298246	11	9	10	3	1	1.789473684	3	0	1.75	3	1	1.736842105	2	1061.415	683.328	873.254	9	2
971	1	15	1	1	1	3	0	3	4	0	0	0	0	0	0	0	0	35	2	1	0	0	0	30	24	27.10526316	31	22	27.1754386	31	21	27.1245614	11	9	10	3	0	1.578947368	3	0	1.75	3	1	1.736842105	9	1061.415	682.793	864.289	6	2
972	1	21	2	1	1	3	146	1	4	0	0	0	0	0	0	0	0	29	5	1	0	0	0	31	21	27.31578947	31	22	27.27719298	31	22	27.01929825	11	8	10	3	0	1.263157895	3	0	1.578947368	3	1	1.736842105	9	1061.415	682.793	851.394	9	2
973	1	13	1	1	1	3	133	1	4	0	0	0	0	0	0	0	0	9	3	1	0	0	0	23	20	21.68421053	31	23	27.22807018	28	20	22.84561404	8	7	8	4	2	2.526315789	2	0	1.578947368	4	2	2.4	9	1086.832	705.586	893.015	9	2
974	1	10	1	1	1	3	0	4	4	0	0	0	0	0	0	0	0	17	4	1	0	0	0	23	20	21.35	30	20	25.45614035	29	20	24.5122807	8	7	8	3	1	2.05	2	0	1.578947368	4	2	2.4	9	1114.481	707.136	909.314	9	2
975	1	16	1	1	1	3	0	1	4	0	0	0	0	0	0	0	0	3	8	1	0	0	0	25	19	22.10526316	29	20	25.09912281	27	19	21.49385965	9	7	8	3	2	2.052631579	3	0	1.578947368	4	2	2.421052632	9	1046.501	624.186	817.375	6	2
976	1	16	3	2	1	3	84	1	4	0	0	0	0	0	0	0	0	37	4	1	0	0	0	25	21	22.7	29	23	25.80896686	29	21	25.9122807	9	8	8	3	1	1.65	3	1	1.888888889	3	1	2.0	9	1019.854	606.475	800.636	9	2
977	1	17	1	2	1	3	187	1	4	0	0	0	0	0	0	0	0	29	3	1	0	0	0	25	21	22.7	29	23	25.80896686	29	21	25.9122807	9	8	8	3	1	1.65	3	1	1.888888889	3	1	2.0	9	1019.854	606.475	800.636	9	2
978	1	15	1	1	1	3	650	1	4	0	0	0	0	0	0	0	0	29	4	1	0	0	0	25	21	22.7	29	23	25.80896686	29	21	25.9122807	9	8	8	3	1	1.65	3	1	1.888888889	3	1	2.0	9	1019.854	606.475	800.636	9	2
979	1	21	1	1	1	2	304	4	4	0	0	0	0	0	0	0	0	27	3	1	0	0	0	29	22	24.73684211	29	21	25.9122807	30	21	25.35087719	10	8	9	3	1	1.842105263	3	1	1.894736842	3	1	1.947368421	9	1095.917	631.303	833.665	9	2
980	1	19	1	2	1	3	113	1	4	0	0	0	0	0	0	0	0	29	2	1	0	0	0	29	22	24.73684211	29	21	25.9122807	30	21	25.35087719	10	8	9	3	1	1.842105263	3	1	1.894736842	3	1	1.947368421	9	1095.917	631.303	833.665	9	2
981	1	22	1	1	1	3	109	1	4	0	0	0	0	0	1	0	1	12	5	1	0	0	0	29	22	24.73684211	29	21	25.9122807	30	21	25.35087719	10	8	9	3	1	1.842105263	3	1	1.894736842	3	1	1.947368421	9	1095.917	631.303	833.665	9	2
982	1	10	2	1	1	3	239	1	4	0	0	0	0	0	0	0	0	40	8	1	0	0	0	28	23	25.36842105	29	22	25.92982456	30	20	25.05263158	10	8	9	2	1	1.842105263	3	1	1.842105263	3	1	2.263157895	9	1095.917	631.303	850.106	9	2
983	1	17	2	1	1	3	0	3	4	0	0	0	0	0	0	0	0	18	3	1	0	0	0	29	21	25.05263158	29	22	25.45614035	30	19	24.59649123	10	8	9	2	1	1.736842105	2	1	1.842105263	4	1	2.263157895	9	1084.294	655.292	858.961	10	2
984	1	18	1	1	1	3	179	1	4	0	0	0	0	0	0	0	0	37	10	1	0	0	0	29	21	25.05263158	29	22	25.45614035	30	19	24.59649123	10	8	9	2	1	1.736842105	2	1	1.842105263	4	1	2.263157895	9	1084.294	655.292	858.961	9	2
985	1	15	3	1	1	3	192	1	4	0	0	0	0	0	0	0	0	37	2	1	0	0	0	30	21	25.63157895	29	21	25.05263158	28	19	23.8245614	11	8	9	3	1	1.947368421	2	1	1.736842105	4	1	2.263157895	9	1084.294	679.845	853.996	9	2
986	1	17	1	2	1	3	0	1	4	0	0	0	0	0	0	0	0	12	4	1	0	0	0	29	23	25.7	28	18	23.92894737	29	18	23.33859649	10	8	9	4	2	3.15	2	0	1.45	3	1	2.15	3	1016.505	583.776	781.237	9	2
987	1	10	1	1	1	3	387	1	4	0	0	0	0	0	0	0	0	12	5	2	0	0	0	27	20	23.05263158	29	18	24.22105263	28	22	25.08333333	10	7	8	3	1	1.842105263	3	1	1.789473684	3	2	2.5	9	1079.87	601.987	841.045	10	2
988	1	17	1	1	1	3	232	1	4	0	0	0	0	0	0	0	0	3	3	1	0	0	0	27	20	23.05263158	29	18	24.22105263	28	22	25.08333333	10	7	8	3	1	1.842105263	3	1	1.789473684	3	2	2.5	9	1079.87	601.987	841.045	10	2
989	1	8	1	1	1	3	371	1	4	0	0	0	0	0	0	0	0	37	3	1	0	0	0	28	22	25.0	29	18	23.33859649	28	21	24.81666667	10	8	9	3	1	2.5	3	1	1.789473684	3	2	2.4	3	1079.87	627.146	836.999	9	2
990	1	10	1	1	1	3	386	1	1	0	0	0	0	0	0	0	0	15	3	1	0	0	0	28	22	24.95	28	20	24.45087719	28	21	24.66666667	10	8	9	2	0	1.65	3	1	1.842105263	4	2	2.65	3	1044.879	607.928	817.465	9	2
991	1	16	1	1	1	3	184	1	1	0	0	0	0	0	0	0	0	31	2	1	0	0	0	28	22	24.95	28	20	24.45087719	28	21	24.66666667	10	8	9	2	0	1.65	3	1	1.842105263	4	2	2.65	3	1044.879	607.928	817.465	9	2
992	1	12	1	1	1	3	535	4	4	0	0	0	0	0	0	0	0	1	7	1	0	0	0	28	23	25.15	28	21	24.81666667	27	20	24.08333333	10	8	9	4	2	2.65	2	0	1.65	3	1	1.85	1	1050.377	610.883	815.997	6	2
993	1	14	1	1	1	3	353	1	4	0	0	0	0	0	0	0	0	12	8	3	0	0	0	27	22	24.7	28	21	24.66666667	28	18	22.17719298	10	8	9	3	1	1.7	2	1	1.85	4	1	2.368421053	1	1050.377	610.883	817.779	9	2
994	1	15	1	2	1	3	200	1	4	0	0	0	0	0	0	0	0	37	5	2	0	0	0	27	22	24.7	28	21	24.66666667	28	18	22.17719298	10	8	9	3	1	1.7	2	1	1.85	4	1	2.368421053	1	1050.377	610.883	817.779	9	2
995	1	17	1	1	1	3	244	1	4	0	0	0	0	0	0	0	0	37	4	1	0	0	0	28	19	24.10526316	27	20	24.08333333	26	16	21.7122807	10	7	9	2	1	1.842105263	2	0	1.25	4	1	2.45	9	1046.684	574.32	811.881	9	2
996	1	13	1	1	1	2	0	2	4	0	0	0	0	0	0	0	0	16	6	1	0	0	0	22	18	19.52631579	28	19	23.90175439	26	14	21.09239766	8	7	7	4	1	2.368421053	2	0	1.25	4	2	2.888888889	9	1046.684	574.32	784.499	9	2
997	1	14	1	1	1	3	106	1	4	0	0	0	0	0	0	0	0	37	5	1	0	0	0	26	19	23.21052632	28	18	22.17719298	26	14	19.70643275	9	7	8	3	1	1.842105263	2	0	1.25	4	2	2.888888889	3	1029.933	559.808	763.02	9	2
998	1	15	1	1	1	3	365	3	4	0	0	0	0	0	0	0	0	18	2	1	0	0	0	26	16	22.4	28	18	22.28070175	25	14	19.10251118	9	6	8	4	1	2.45	2	1	1.842105263	4	2	2.888888889	2	974.755	515.154	744.217	10	2
999	1	10	1	1	1	3	80	1	4	0	0	0	0	0	0	0	0	9	2	1	0	0	0	26	16	22.4	28	18	22.28070175	25	14	19.10251118	9	6	8	4	1	2.45	2	1	1.842105263	4	2	2.888888889	2	974.755	515.154	744.217	9	2
1000	1	13	1	1	1	3	166	1	4	0	0	0	0	0	0	0	0	9	3	2	0	0	0	26	16	22.4	28	18	22.28070175	25	14	19.10251118	9	6	8	4	1	2.45	2	1	1.842105263	4	2	2.888888889	2	974.755	515.154	744.217	9	2
1001	1	12	2	2	1	3	76	1	4	0	0	0	0	0	0	0	0	15	6	1	0	0	0	26	16	22.4	28	18	22.28070175	25	14	19.10251118	9	6	8	4	1	2.45	2	1	1.842105263	4	2	2.888888889	2	974.755	515.154	744.217	9	2
1002	1	20	2	1	1	3	274	1	4	0	0	0	0	0	0	0	0	37	4	1	0	0	0	21	14	17.66666667	26	16	21.7122807	25	15	20.35087719	8	5	6	4	2	2.888888889	3	1	1.842105263	3	1	1.823529412	2	974.755	515.154	746.001	9	2
1003	1	12	1	1	1	3	167	1	4	0	0	0	0	0	0	0	0	26	3	1	0	0	0	21	14	17.66666667	26	16	21.7122807	25	15	20.35087719	8	5	6	4	2	2.888888889	3	1	1.842105263	3	1	1.823529412	2	974.755	515.154	746.001	9	2
1004	1	21	1	1	1	2	0	1	4	0	0	0	0	0	0	0	0	37	2	1	0	0	0	23	15	19.05263158	26	14	21.09239766	25	16	20.65	8	6	7	3	0	1.684210526	3	1	1.842105263	3	1	1.823529412	2	974.755	515.154	750.504	3	2
1005	1	15	1	1	1	3	0	1	4	0	0	0	0	0	0	0	0	29	3	1	0	0	0	23	15	19.05263158	26	14	21.09239766	25	16	20.65	8	6	7	3	0	1.684210526	3	1	1.842105263	3	1	1.823529412	2	974.755	515.154	750.504	9	2
1006	1	19	1	2	1	3	148	1	4	0	0	0	0	0	0	0	0	37	4	1	0	0	0	25	16	20.58823529	26	14	19.70643275	25	17	20.55392157	9	6	7	3	1	1.823529412	3	0	1.684210526	3	0	1.647058824	2	972.299	560.995	754.178	9	2
1007	1	19	1	1	1	3	85	1	4	0	0	0	0	0	0	0	0	9	5	1	0	0	0	24	17	19.95	25	15	20.35087719	25	17	20.74912281	9	6	7	2	0	1.5	3	0	1.647058824	3	0	1.421052632	2	992.207	556.873	756.687	10	2
1008	1	20	1	1	1	3	114	1	4	0	0	0	0	0	0	0	0	9	6	2	0	0	0	24	17	19.95	25	15	20.35087719	25	17	20.74912281	9	6	7	2	0	1.5	3	0	1.647058824	3	0	1.421052632	2	992.207	556.873	756.687	9	2
1009	1	9	1	1	1	3	129	1	4	0	0	0	0	0	0	0	0	12	2	1	0	0	0	24	17	19.95	25	15	20.35087719	25	17	20.74912281	9	6	7	2	0	1.5	3	0	1.647058824	3	0	1.421052632	2	992.207	556.873	756.687	9	2
1010	1	9	1	2	1	3	100	1	4	0	0	0	0	0	0	0	0	26	3	1	0	0	0	24	17	19.95	25	15	20.35087719	25	17	20.74912281	9	6	7	2	0	1.5	3	0	1.647058824	3	0	1.421052632	2	992.207	556.873	756.687	9	2
1011	1	9	1	2	1	3	146	1	4	0	0	0	0	0	0	0	0	26	3	1	0	0	0	24	17	19.95	25	15	20.35087719	25	17	20.74912281	9	6	7	2	0	1.5	3	0	1.647058824	3	0	1.421052632	2	992.207	556.873	756.687	9	2
1012	1	14	2	1	1	3	382	3	4	0	0	0	0	0	0	0	0	30	1	1	0	0	0	25	17	20.3	25	16	20.65	25	17	21.39912281	9	6	7	3	0	1.3	2	0	1.5	3	1	2.35	2	992.207	556.873	763.094	9	2
1013	1	8	2	1	1	2	189	1	4	0	0	0	0	0	0	0	0	40	2	1	0	0	0	24	19	20.73684211	25	17	20.55392157	25	17	21.69736842	9	7	7	2	0	1.421052632	2	0	1.3	3	1	2.35	2	977.291	557.892	756.335	3	2
1014	1	10	2	1	1	3	201	3	4	0	0	0	0	0	0	0	0	30	2	2	0	0	0	25	17	21.21052632	25	17	20.32894737	27	20	22.69736842	9	6	8	3	0	1.368421053	2	0	1.3	3	1	2.35	2	971.133	557.892	750.89	9	2
1015	1	19	4	1	1	2	0	1	4	0	0	0	0	0	0	0	0	9	8	1	0	0	0	25	17	21.21052632	25	17	20.32894737	27	20	22.69736842	9	6	8	3	0	1.368421053	2	0	1.3	3	1	2.35	2	971.133	557.892	750.89	9	2
1016	1	19	1	1	1	3	19	3	4	0	0	0	0	0	0	0	0	35	7	1	0	0	0	27	22	24.21052632	25	17	21.69736842	27	21	24.10526316	10	8	9	3	1	2.0	3	0	1.368421053	3	1	2.052631579	1	1001.596	549.878	767.075	10	2
1017	1	19	1	1	1	3	0	3	4	0	0	0	0	0	0	0	0	35	8	2	0	0	0	27	22	24.21052632	25	17	21.69736842	27	21	24.10526316	10	8	9	3	1	2.0	3	0	1.368421053	3	1	2.052631579	1	1001.596	549.878	767.075	9	2
1018	1	20	1	1	1	3	125	3	4	0	0	0	0	0	0	0	0	39	1	1	0	0	0	27	22	24.21052632	25	17	21.69736842	27	21	24.10526316	10	8	9	3	1	2.0	3	0	1.368421053	3	1	2.052631579	1	1001.596	549.878	767.075	10	2
1019	1	14	1	1	1	3	254	3	4	0	0	0	0	0	0	0	0	35	5	1	0	0	0	27	21	24.10526316	27	21	23.43859649	27	13	21.5754386	10	8	9	3	1	1.789473684	3	0	2.0	3	2	2.5	1	1001.262	561.487	754.511	6	2
1020	1	9	2	1	1	2	295	1	4	0	0	0	0	0	0	0	0	40	4	1	0	0	0	27	21	23.73684211	27	21	24.26315789	27	11	17.44649123	10	8	8	3	0	1.789473684	3	1	1.789473684	4	2	2.6	1	988.225	535.952	729.339	9	2
1021	1	17	1	1	1	3	0	4	4	0	0	0	0	0	0	0	0	45	4	1	0	0	0	27	21	23.73684211	27	21	24.26315789	27	11	17.44649123	10	8	8	3	0	1.789473684	3	1	1.789473684	4	2	2.6	1	988.225	535.952	729.339	6	2
1022	1	8	1	2	1	3	182	1	4	0	0	0	0	0	0	0	0	37	4	1	0	0	0	27	21	23.73684211	27	21	24.26315789	27	11	17.44649123	10	8	8	3	0	1.789473684	3	1	1.789473684	4	2	2.6	1	988.225	535.952	729.339	9	2
1023	1	8	1	1	1	3	0	5	4	0	0	0	0	0	0	0	0	45	5	2	0	0	0	27	23	25.2	27	21	24.10526316	21	9	12.36021672	10	8	9	3	2	2.5	3	0	1.789473684	4	2	2.6	1	969.501	535.952	726.208	9	2
1024	1	9	1	1	1	3	0	1	8	0	0	0	0	0	0	0	0	37	4	1	0	0	0	27	23	25.2	27	21	24.10526316	21	9	12.36021672	10	8	9	3	2	2.5	3	0	1.789473684	4	2	2.6	1	969.501	535.952	726.208	9	2
1025	1	19	1	1	1	3	77	1	4	0	0	0	0	0	0	0	0	37	3	1	0	0	0	11	9	9.941176471	27	11	17.44649123	12	8	9.192982456	4	4	4	4	1	2.470588235	3	1	2.368421053	3	2	2.578947368	2	987.309	561.639	763.066	3	2
1026	1	20	1	1	1	3	205	4	4	0	0	0	0	0	0	0	0	17	3	1	0	0	0	12	9	10.31578947	21	9	12.36021672	11	8	8.824561404	5	4	4	3	1	2.157894737	3	1	2.368421053	4	2	2.578947368	2	987.309	573.543	770.113	9	2
1027	1	17	2	1	1	3	294	1	4	0	0	0	0	0	0	0	0	37	5	1	0	0	0	12	9	10.31578947	21	9	12.36021672	11	8	8.824561404	5	4	4	3	1	2.157894737	3	1	2.368421053	4	2	2.578947368	2	987.309	573.543	770.113	10	2
1028	1	10	1	1	1	2	118	1	4	0	0	0	0	0	0	0	0	37	2	1	0	0	0	12	9	10.31578947	21	9	12.36021672	11	8	8.824561404	5	4	4	3	1	2.157894737	3	1	2.368421053	4	2	2.578947368	2	987.309	573.543	770.113	3	2
1029	1	12	1	1	1	3	130	1	4	0	0	0	0	0	0	0	0	37	4	2	0	0	0	12	9	10.31578947	21	9	12.36021672	11	8	8.824561404	5	4	4	3	1	2.157894737	3	1	2.368421053	4	2	2.578947368	2	987.309	573.543	770.113	3	2
1030	1	12	1	1	1	3	250	1	4	0	0	0	0	0	0	0	0	37	4	1	0	0	0	9	8	8.368421053	12	8	9.717234262	17	8	11.20526316	4	3	3	3	2	2.473684211	3	1	2.157894737	4	1	2.368421053	2	1054.651	555.938	772.077	9	2
1031	1	12	1	1	1	3	74	1	4	0	0	0	0	0	0	0	0	37	4	1	0	0	0	11	8	9.210526316	12	8	9.192982456	17	9	12.48508772	4	3	4	4	1	2.368421053	3	1	2.157894737	3	1	2.2	2	1098.642	555.938	786.647	10	2
1032	1	21	2	1	1	3	72	1	4	0	0	0	0	0	0	0	0	37	4	1	0	0	0	11	8	9.210526316	12	8	9.192982456	17	9	12.48508772	4	3	4	4	1	2.368421053	3	1	2.157894737	3	1	2.2	2	1098.642	555.938	786.647	10	2
1033	1	22	1	2	1	3	0	1	4	0	0	0	0	0	0	0	0	12	2	1	0	0	0	17	11	13.3	16	8	9.561403509	21	11	15.30877193	6	4	5	2	1	1.8	3	1	2.105263158	3	1	2.2	2	1153.312	575.064	832.866	10	2
1034	1	19	1	2	2	3	0	1	4	0	0	0	0	0	0	0	0	12	4	1	0	0	0	20	11	15.35	17	9	12.48508772	23	11	19.33377193	7	4	6	3	1	1.85	2	1	1.8	3	1	1.583333333	2	1153.312	600.395	823.848	9	2
1035	1	17	2	2	1	3	340	1	4	0	0	0	0	0	0	0	0	40	3	1	0	0	0	21	11	17.52631579	20	11	13.9	26	16	21.03333333	8	4	6	3	0	1.421052632	2	1	1.8	2	1	1.791666667	2	1073.837	590.936	807.149	9	2
1036	1	15	1	1	1	3	949	2	4	0	0	0	0	0	0	0	0	4	7	2	0	0	0	21	11	17.52631579	20	11	13.9	26	16	21.03333333	8	4	6	3	0	1.421052632	2	1	1.8	2	1	1.791666667	2	1073.837	590.936	807.149	10	2
1037	1	16	1	2	1	3	958	2	4	0	0	0	0	0	0	0	0	4	9	3	0	0	0	21	11	17.52631579	20	11	13.9	26	16	21.03333333	8	4	6	3	0	1.421052632	2	1	1.8	2	1	1.791666667	2	1073.837	590.936	807.149	9	2
1038	1	8	1	1	1	3	0	1	4	0	0	0	0	0	0	0	0	9	2	1	0	0	0	21	11	17.52631579	20	11	13.9	26	16	21.03333333	8	4	6	3	0	1.421052632	2	1	1.8	2	1	1.791666667	2	1073.837	590.936	807.149	9	2
1039	1	16	1	1	1	2	275	1	9	0	0	0	0	0	0	0	0	37	17	1	0	0	0	21	11	17.52631579	20	11	13.9	26	16	21.03333333	8	4	6	3	0	1.421052632	2	1	1.8	2	1	1.791666667	2	1073.837	590.936	807.149	9	2
1040	1	9	1	1	1	1	299	1	4	0	0	0	0	0	0	0	0	26	1	1	0	0	0	21	11	17.52631579	20	11	13.9	26	16	21.03333333	8	4	6	3	0	1.421052632	2	1	1.8	2	1	1.791666667	2	1073.837	590.936	807.149	9	2
1041	1	9	1	1	1	3	304	1	3	0	0	0	0	0	0	0	0	37	3	1	0	0	0	23	20	21.375	22	11	17.3254386	26	17	21.95229469	8	7	8	2	1	1.583333333	2	0	1.421052632	3	1	2.043478261	1	1057.127	581.896	789.166	9	2
1042	1	15	1	1	1	3	292	3	4	0	0	0	0	0	0	0	0	44	3	1	0	0	0	26	21	22.625	23	11	19.33377193	26	16	20.38285024	9	8	8	2	1	1.791666667	2	0	1.421052632	4	1	2.083333333	1	1037.417	561.367	773.319	9	2
1043	1	16	1	1	1	3	82	1	4	0	0	0	0	0	0	0	0	27	1	1	0	0	0	26	21	22.66666667	26	16	21.03333333	24	16	19.18961353	9	8	8	3	0	2.0	2	0	1.45	4	1	2.083333333	1	1056.132	561.367	776.544	9	2
1044	1	19	1	1	1	3	87	2	4	0	0	0	0	0	0	0	0	4	6	0	0	0	0	26	21	22.66666667	26	16	21.03333333	24	16	19.18961353	9	8	8	3	0	2.0	2	0	1.45	4	1	2.083333333	1	1056.132	561.367	776.544	9	2
1045	1	18	1	2	1	3	60	1	4	0	0	0	0	0	0	0	0	37	5	1	0	0	0	26	21	22.66666667	26	16	21.03333333	24	16	19.18961353	9	8	8	3	0	2.0	2	0	1.45	4	1	2.083333333	1	1056.132	561.367	776.544	9	2
1046	1	20	1	1	1	3	125	1	4	0	0	0	0	0	0	0	0	37	5	1	0	0	0	26	21	22.66666667	26	16	21.03333333	24	16	19.18961353	9	8	8	3	0	2.0	2	0	1.45	4	1	2.083333333	1	1056.132	561.367	776.544	9	2
1047	1	20	1	1	1	3	85	1	4	0	0	0	0	0	0	0	0	37	4	1	0	0	0	26	21	22.66666667	26	16	21.03333333	24	16	19.18961353	9	8	8	3	0	2.0	2	0	1.45	4	1	2.083333333	1	1056.132	561.367	776.544	9	2
1048	1	17	1	1	1	3	123	1	1	0	0	0	0	0	0	0	0	31	19	1	0	0	0	26	21	22.66666667	26	16	21.03333333	24	16	19.18961353	9	8	8	3	0	2.0	2	0	1.45	4	1	2.083333333	1	1056.132	561.367	776.544	9	2
1049	1	15	1	2	1	3	81	1	4	0	0	0	0	0	0	0	0	12	13	1	0	0	0	24	17	20.56521739	26	20	22.22222222	24	16	19.44565217	9	6	7	3	0	2.043478261	2	0	1.583333333	4	1	2.083333333	2	1056.132	561.367	777.697	9	2
1050	1	16	2	1	1	3	119	1	4	0	0	0	0	0	0	0	0	37	2	1	0	0	0	24	17	20.56521739	26	20	22.22222222	24	16	19.44565217	9	6	7	3	0	2.043478261	2	0	1.583333333	4	1	2.083333333	2	1056.132	561.367	777.697	10	2
1051	1	15	1	2	1	3	245	1	4	0	0	0	0	0	0	0	0	15	4	1	0	0	0	21	16	17.91666667	26	17	21.95229469	24	15	19.23731884	8	6	6	4	1	2.083333333	2	0	1.791666667	3	1	1.958333333	2	1056.132	579.986	781.169	9	2
1052	1	10	1	1	1	3	148	1	4	0	0	0	0	0	0	0	0	37	5	1	0	0	0	21	16	17.91666667	26	17	21.95229469	24	15	19.23731884	8	6	6	4	1	2.083333333	2	0	1.791666667	3	1	1.958333333	2	1056.132	579.986	781.169	9	2
1053	1	10	2	1	1	3	64	2	4	0	0	0	0	0	0	0	0	20	2	1	0	0	0	21	16	17.91666667	26	17	21.95229469	24	15	19.23731884	8	6	6	4	1	2.083333333	2	0	1.791666667	3	1	1.958333333	2	1056.132	579.986	781.169	9	2
1054	1	8	1	1	1	3	0	1	4	0	0	0	0	0	0	0	0	37	5	1	0	0	0	21	17	19.08695652	26	16	20.38285024	24	11	17.44444444	8	6	7	2	1	1.913043478	3	0	2.0	3	1	2.333333333	1	983.492	571.252	768.122	10	2
1055	1	13	1	1	1	3	247	1	4	0	0	0	0	0	0	0	0	12	1	1	0	0	0	21	17	19.08695652	26	16	20.38285024	24	11	17.44444444	8	6	7	2	1	1.913043478	3	0	2.0	3	1	2.333333333	1	983.492	571.252	768.122	9	2
1056	1	18	1	1	1	3	151	1	4	0	0	0	0	0	0	0	0	26	7	1	0	0	0	21	17	19.08695652	26	16	20.38285024	24	11	17.44444444	8	6	7	2	1	1.913043478	3	0	2.0	3	1	2.333333333	1	983.492	571.252	768.122	10	2
1057	1	19	1	1	1	3	81	1	4	0	0	0	0	0	0	0	0	26	12	2	0	0	0	21	17	19.08695652	26	16	20.38285024	24	11	17.44444444	8	6	7	2	1	1.913043478	3	0	2.0	3	1	2.333333333	1	983.492	571.252	768.122	9	2
1058	1	22	2	2	1	3	95	1	4	0	0	0	0	0	0	0	0	37	2	1	0	0	0	24	20	21.33333333	24	16	19.18961353	20	8	13.47222222	9	7	8	3	0	1.75	2	0	1.913043478	3	2	2.458333333	2	1032.315	568.159	767.694	9	2
1059	1	18	1	1	1	3	188	1	4	0	0	0	0	0	0	0	0	29	3	1	0	0	0	20	15	17.29166667	24	16	19.44565217	15	5	9.625	7	6	6	3	1	1.958333333	2	0	1.75	4	2	2.541666667	2	1032.315	568.159	771.134	9	2
1060	1	18	1	1	1	2	185	1	4	0	0	0	0	0	0	0	0	26	2	2	0	0	0	20	15	17.29166667	24	16	19.44565217	15	5	9.625	7	6	6	3	1	1.958333333	2	0	1.75	4	2	2.541666667	2	1032.315	568.159	771.134	9	2
1061	1	13	1	2	2	3	188	1	4	0	0	0	0	0	0	0	0	9	3	1	0	0	0	15	11	13.70833333	24	15	19.23731884	10	4	6.833333333	6	4	5	3	1	2.333333333	2	0	1.75	4	2	2.541666667	2	1032.315	568.159	771.629	9	2
1062	1	11	1	1	1	3	162	1	4	0	0	0	0	0	0	0	0	12	4	1	0	0	0	10	8	9.416666667	24	11	17.44444444	9	4	5.958333333	4	3	4	3	2	2.458333333	3	0	1.75	4	2	2.541666667	2	1013.417	541.226	764.446	9	2
1063	5	19	1	1	1	2	0	1	4	0	0	0	0	0	0	0	0	37	2	1	0	0	0	10	8	9.416666667	24	11	17.44444444	9	4	5.958333333	4	3	4	3	2	2.458333333	3	0	1.75	4	2	2.541666667	2	1013.417	541.226	764.446	6	2
1064	5	19	2	1	1	2	0	1	4	0	0	0	0	0	0	0	0	37	3	1	0	0	0	10	8	9.416666667	24	11	17.44444444	9	4	5.958333333	4	3	4	3	2	2.458333333	3	0	1.75	4	2	2.541666667	2	1013.417	541.226	764.446	6	2
1065	5	17	2	1	1	3	0	4	4	0	0	0	0	0	0	0	0	21	4	1	0	0	0	9	5	6.791666667	10	4	6.833333333	13	7	9.638888889	4	2	3	4	2	2.541666667	3	1	2.375	3	2	2.166666667	2	1172.311	566.109	832.389	6	2
1066	1	15	1	1	1	3	215	1	4	0	0	0	0	0	0	0	0	26	3	1	0	0	0	12	7	8.875	9	4	5.958333333	14	8	10.82548309	5	3	3	3	2	2.166666667	3	1	2.375	3	1	1.875	2	1172.311	593.855	864.543	10	2
1067	1	15	1	2	1	1	0	1	4	0	0	0	0	0	0	0	0	26	4	2	0	0	0	12	7	8.875	9	4	5.958333333	14	8	10.82548309	5	3	3	3	2	2.166666667	3	1	2.375	3	1	1.875	2	1172.311	593.855	864.543	9	2
1068	1	22	1	1	1	3	202	2	4	0	0	0	0	0	0	0	0	4	2	1	0	0	0	10	8	9.0	12	4	7.0	14	9	11.96437198	4	3	4	3	1	1.875	3	1	2.166666667	4	1	1.666666667	2	1172.311	627.501	875.048	9	2
1069	1	13	1	1	1	3	155	1	4	0	0	0	0	0	0	0	0	3	3	1	0	0	0	10	8	9.0	12	4	7.0	14	9	11.96437198	4	3	4	3	1	1.875	3	1	2.166666667	4	1	1.666666667	2	1172.311	627.501	875.048	10	2
1070	1	15	1	1	1	3	105	1	4	0	0	0	0	0	0	0	0	15	2	1	0	0	0	10	8	9.0	12	4	7.0	14	9	11.96437198	4	3	4	3	1	1.875	3	1	2.166666667	4	1	1.666666667	2	1172.311	627.501	875.048	3	2
