	业务子类	受理时间	受理日类型	受理紧急程度	受理重要程度	首次评议	通话时长	供电所类型	用电类型	该线路当天跳闸重合闸成功次数	该线路当天跳闸重合闸不成功次数	前一天至当天成功	前一天至当天不成功	前两天至当天成功	前两天至当天不成功	前三天至当天成功	前三天至当天不成功	受理变电站编号	受理用户前半年总工单	受理用户前半年一般工单提级投诉	受理用户前半年意见不提级工单	受理用户前半年意见转投诉工单	受理用户前半年投诉工单	受理当天温度：最大/最小/平均	受理当天温度：最大/最小/平均.1	受理当天温度：最大/最小/平均.2	受理前期三天温度：最大/最小/平均	受理前期三天温度：最大/最小/平均.1	受理前期三天温度：最大/最小/平均.2	受理后期三天温度：最大/最小/平均	受理后期三天温度：最大/最小/平均.1	受理后期三天温度：最大/最小/平均.2	受理当天/前三天/后三天最恶劣天气	受理当天/前三天/后三天最恶劣天气.1	受理当天/前三天/后三天最恶劣天气.2	受理当天最大/最小/平均风力	受理当天最大/最小/平均风力.1	受理当天最大/最小/平均风力.2	受理前三天最大/最小/平均风力	受理前三天最大/最小/平均风力.1	受理前三天最大/最小/平均风力.2	受理后三天平均最大/最小/风力	受理后三天平均最大/最小/风力.1	受理后三天平均最大/最小/风力.2	受理当天风向	47-49/受理前三天最大/最小/平均负荷	47-49/受理前三天最大/最小/平均负荷.1	47-49/受理前三天最大/最小/平均负荷.2	业务类型	工单风险类别
724	1	7	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	11	11	11	11	11	11	11	10	11	2	2	5	4	1	2.4	2	1	1	3	2	2	6	6	6	6	10	1
725	1	8	2	1	1	3	2	1	4	1	1	1	1	1	1	1	1	12	1	1	1	1	1	11	9	10	11	9	10	11	8	10	6	8	3	5	0	2.083333333	3	1	1	4	1	2	1	7	7	7	10	1
726	1	8	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	9	6	8	9	6	8	8	5	7	3	3	2	4	1	2.043478261	2	1	1	3	1	2	2	5	5	5	10	1
727	1	9	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	15	2	1	1	1	1	10	8	9	10	8	9	10	8	9	2	2	6	2	0	1.65	2	1	1	3	2	2	3	5	5	5	10	1
728	1	6	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	15	2	1	1	1	1	11	9	10	11	9	10	11	9	10	2	7	5	3	1	2.25	2	1	1	2	2	2	1	5	6	6	10	1
729	1	9	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	12	2	1	1	1	1	10	8	9	10	8	9	10	6	8	2	2	7	2	1	1.65	2	1	1	3	2	2	1	4	3	4	10	1
730	1	7	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	15	2	1	1	1	1	10	9	9	10	9	9	11	9	10	2	7	9	2	0	0.789473684	2	1	1	2	1	1	2	5	5	5	10	1
731	1	7	2	1	1	3	11	3	2	1	1	1	1	1	1	1	1	18	1	1	1	1	1	10	9	9	10	9	9	12	9	10	8	10	5	4	1	2.375	2	1	2	2	1	1	1	7	6	6	3	1
732	1	8	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	12	2	1	1	1	1	9	8	8	9	8	8	10	7	8	5	5	8	3	1	2.052631579	2	1	1	2	1	1	9	5	5	5	10	1
733	1	10	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	12	2	1	1	1	1	9	6	8	9	6	8	10	6	8	1	2	2	2	0	1.125	2	1	1	2	1	1	2	5	5	5	2	1
734	1	10	2	2	1	3	3	1	4	1	1	1	1	1	1	1	1	3	1	1	1	1	1	10	7	8	10	7	8	10	8	9	1	3	3	3	1	1.52173913	2	1	2	2	1	2	9	6	5	5	9	1
735	1	10	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	12	1	1	1	1	1	11	9	9	11	9	9	12	9	10	5	2	10	4	1	1.95	2	1	1	3	2	2	6	6	6	6	10	1
736	1	4	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	12	1	1	1	1	1	4	4	4	4	4	4	8	4	5	3	6	6	3	1	2.15	2	1	2	2	2	2	9	4	3	3	10	1
737	1	11	1	1	1	3	2	2	4	1	1	1	1	1	1	1	1	33	2	1	1	1	1	9	7	8	9	7	8	10	8	8	3	3	6	3	1	2.0	2	1	1	2	1	2	2	7	6	6	6	1
738	1	12	1	1	1	3	1	2	4	1	1	1	1	1	1	1	1	4	1	1	1	1	1	12	10	11	12	10	11	12	9	11	3	3	8	4	1	2.181818182	2	1	2	2	1	2	6	9	7	8	10	1
739	1	6	2	1	1	3	5	1	4	1	1	1	1	1	1	1	1	40	2	1	1	1	1	10	7	8	10	7	8	10	8	9	2	2	2	3	1	1.842105263	2	1	1	2	2	2	9	5	5	5	10	1
740	1	8	1	1	1	3	4	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	11	10	10	11	10	10	11	9	10	2	2	2	3	1	1.808510638	2	1	1	2	1	1	6	6	5	6	10	1
741	1	10	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	19	1	1	1	1	1	10	8	9	10	8	9	10	5	8	2	2	3	3	2	2.208333333	2	1	2	3	1	2	1	7	6	6	2	1
742	1	5	2	1	1	3	5	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	4	4	4	4	4	4	8	4	5	3	6	6	3	1	2.15	2	1	2	2	2	2	9	4	3	3	9	1
743	1	6	4	1	1	3	3	1	4	1	1	1	1	1	1	1	1	12	2	1	1	1	1	10	8	8	10	8	8	9	5	8	2	5	7	4	2	2.4	2	1	1	3	2	2	1	4	4	4	10	1
744	1	9	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	12	1	1	1	1	1	9	6	7	9	6	7	10	6	8	1	3	1	2	0	1.333333333	2	1	1	2	1	1	2	6	5	5	9	1
745	1	5	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	15	1	1	1	1	1	9	6	7	9	6	7	9	5	7	4	1	8	2	0	1.375	2	1	2	3	2	2	2	6	6	6	10	1
746	1	7	1	1	1	3	4	1	4	1	1	1	1	1	1	1	1	9	1	1	1	1	1	11	10	10	11	10	10	11	10	10	2	2	2	4	2	3.2	3	2	2	4	2	3	1	5	4	4	9	1
747	1	7	2	1	1	3	2	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	12	10	10	12	10	10	12	9	11	5	5	3	2	1	1.625	2	1	1	2	2	2	1	9	9	9	10	1
748	1	6	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	29	1	1	1	1	1	11	9	10	11	9	10	11	9	10	5	5	5	4	2	2.65	3	2	2	3	1	2	1	5	5	5	9	1
749	1	9	1	1	1	3	3	5	4	1	1	1	1	1	1	1	1	37	3	1	1	1	1	12	10	10	12	10	10	12	10	10	9	8	3	5	0	1.260869565	3	1	1	3	1	1	1	8	8	8	10	1
750	1	7	2	1	1	3	2	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	11	10	10	11	10	10	11	9	10	2	9	5	4	2	2.8	3	1	2	3	2	2	1	4	4	4	9	1
751	1	6	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	10	8	9	10	8	9	11	8	9	2	5	2	5	3	4.473684211	3	2	2	3	2	2	9	5	4	4	9	1
752	1	8	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	26	2	1	1	1	1	12	10	11	12	10	11	12	9	10	2	2	7	3	0	1.708333333	2	1	1	3	1	1	6	7	7	7	10	1
753	1	1	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	10	9	9	10	9	9	12	9	10	8	10	5	4	1	2.375	2	1	2	2	1	1	1	7	6	6	3	1
754	1	8	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	11	9	10	11	9	10	11	8	9	5	2	2	3	0	1.789473684	2	1	1	3	2	2	9	6	6	6	10	1
755	1	6	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	11	10	10	11	10	10	11	9	10	2	2	5	2	1	1.833333333	2	1	1	2	1	1	6	8	7	7	10	1
756	1	5	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	37	3	1	1	1	1	8	5	6	8	5	6	8	5	7	2	6	2	3	1	1.7	2	1	1	3	1	1	3	4	4	4	10	1
757	1	7	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	26	1	1	1	1	1	10	8	9	10	8	9	11	8	9	2	5	2	5	3	4.473684211	3	2	2	3	2	2	9	5	4	4	10	1
758	1	6	1	1	1	3	2	1	4	1	1	1	1	1	1	2	1	40	2	1	1	1	1	8	5	6	8	5	6	8	4	6	1	1	1	3	0	1.666666667	2	1	1	2	1	2	2	6	5	5	10	1
759	1	9	2	1	1	3	3	1	4	1	1	1	1	1	1	1	1	9	2	1	1	1	1	12	10	11	12	10	11	12	9	10	2	2	7	3	1	2.239130435	2	1	1	3	1	2	6	7	6	6	10	1
760	1	5	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	29	2	1	1	1	1	10	9	9	10	9	9	11	9	10	3	3	2	5	2	4.583333333	3	1	2	4	3	3	8	8	7	7	10	1
761	1	8	1	1	1	3	4	1	4	1	1	1	1	1	1	1	1	31	2	1	1	1	1	7	5	6	7	5	6	9	5	6	3	6	2	3	1	2.0	2	1	1	2	1	2	2	6	5	5	6	1
762	1	8	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	23	1	1	1	1	1	11	9	10	11	9	10	12	9	10	7	5	7	3	0	1.25	2	1	1	2	1	1	9	6	6	6	10	1
763	1	5	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	26	2	1	1	1	1	8	6	6	8	6	6	9	6	7	2	2	6	4	1	2.083333333	2	1	1	2	1	1	2	5	4	4	10	1
764	1	8	1	1	1	3	5	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	10	7	8	10	7	8	10	8	9	1	3	3	3	1	1.52173913	2	1	2	2	1	2	9	6	5	5	10	1
765	1	5	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	9	9	9	9	9	9	11	8	10	5	7	5	3	0	1.652173913	2	1	1	2	1	1	2	7	7	7	9	1
766	1	7	1	1	1	3	2	1	9	1	1	1	1	1	1	1	1	12	1	1	1	1	1	12	10	11	12	10	11	12	9	10	2	2	7	4	2	3.526315789	3	2	3	3	2	3	1	6	5	5	10	1
767	1	5	2	1	1	3	1	1	4	1	1	1	1	1	1	1	1	29	1	1	1	1	1	9	7	8	9	7	8	10	9	9	2	8	2	3	1	2.043478261	2	1	1	3	2	2	9	7	6	6	2	1
768	1	6	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	12	1	1	1	1	1	9	7	7	9	7	7	9	4	7	3	2	3	3	1	1.565217391	2	1	1	2	1	2	2	6	5	5	10	1
769	1	6	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	3	2	1	1	1	1	11	10	11	11	10	11	12	10	11	6	6	3	3	0	1.727272727	2	1	1	2	1	2	6	9	7	8	10	1
770	1	10	2	1	1	3	3	1	4	1	1	1	1	1	1	1	1	23	2	1	1	1	1	8	6	7	8	6	7	9	4	5	2	6	6	4	0	1.916666667	2	1	1	3	2	2	1	5	4	4	10	1
771	1	10	2	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	12	10	11	12	10	11	11	9	10	2	5	7	3	1	2.0	2	1	1	2	1	1	1	7	7	7	9	1
772	1	4	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	12	11	11	12	11	11	12	11	11	2	2	3	6	0	5.0	3	1	3	4	1	3	1	9	8	8	10	1
773	1	10	2	1	1	3	1	4	4	1	1	1	1	1	1	1	1	8	1	1	1	1	1	10	8	9	10	8	9	10	8	9	2	6	3	3	1	2.25	2	1	1	2	1	1	1	7	6	6	2	1
774	1	8	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	10	9	9	10	9	9	11	8	9	7	5	2	3	2	2.388888889	2	1	1	2	1	1	9	6	5	6	10	1
775	1	7	1	1	1	3	6	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	12	10	11	12	10	11	11	9	10	2	8	6	3	1	2.0	2	1	1	2	1	1	1	9	8	9	9	1
776	1	9	1	1	1	3	5	1	4	1	1	1	1	1	1	1	1	29	1	1	1	1	1	11	9	10	11	9	10	11	8	9	9	2	8	3	0	1.789473684	2	1	2	2	1	2	9	5	5	5	2	1
777	1	7	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	12	9	10	12	9	10	12	10	10	5	3	5	2	1	1.958333333	2	1	1	2	1	1	9	10	9	9	10	1
778	1	6	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	15	1	1	1	1	1	9	8	8	9	8	8	10	7	8	3	8	2	3	2	2.260869565	2	2	2	2	1	2	9	7	6	6	10	1
779	1	3	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	11	10	10	11	10	10	11	9	9	2	7	9	2	0	1.526315789	2	1	1	2	1	1	6	6	6	6	10	1
780	1	6	1	1	1	3	3	2	4	1	1	1	1	1	1	1	1	16	1	1	1	1	1	9	5	7	9	5	7	6	4	5	6	3	6	5	3	4.166666667	2	1	1	3	3	3	9	3	3	3	10	1
781	1	9	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	15	2	1	1	1	1	9	8	8	9	8	8	9	6	7	2	2	2	2	1	1.791666667	2	1	1	3	1	2	1	5	4	4	9	1
782	1	2	2	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	11	9	10	11	9	10	12	9	10	10	6	10	3	0	1.363636364	2	1	1	3	2	3	1	9	9	9	10	1
783	1	6	2	1	1	3	1	1	4	1	1	1	1	1	1	1	1	12	1	1	1	1	1	8	7	7	8	7	7	11	7	9	5	6	6	3	2	2.421052632	2	2	2	4	3	3	1	4	4	4	10	1
784	1	9	1	1	1	2	2	1	4	1	1	1	1	1	1	1	1	29	2	1	1	1	1	12	10	11	12	10	11	12	9	10	2	5	5	2	1	1.916666667	2	1	1	2	2	2	1	9	9	9	3	1
785	1	11	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	29	2	1	1	1	1	11	9	10	11	9	10	12	9	10	7	5	7	3	0	1.25	2	1	1	2	1	1	9	6	6	6	9	1
786	1	4	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	29	2	1	1	1	1	9	6	7	9	6	7	10	5	7	2	8	6	2	0	1.541666667	2	1	1	3	1	2	2	4	4	4	10	1
787	1	7	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	37	1	1	1	1	1	10	9	9	10	9	9	11	9	9	10	10	8	6	2	3.916666667	2	1	1	3	1	2	2	7	7	7	10	1
788	1	10	1	2	1	3	2	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	9	6	7	9	6	7	8	5	6	2	2	3	3	2	2.333333333	2	1	2	2	2	2	2	7	6	6	9	1
789	1	9	2	1	1	3	2	1	4	1	1	1	1	1	1	1	1	26	2	1	1	1	1	10	8	9	10	8	9	11	9	10	7	7	5	3	0	1.5	2	1	2	2	1	2	2	8	8	7	6	1
790	1	6	4	1	1	3	2	1	4	1	1	1	1	1	1	1	1	15	2	1	1	1	1	8	6	7	8	6	7	10	7	8	2	6	6	2	0	0.894736842	2	1	2	3	1	2	2	4	3	4	9	1
791	1	9	2	1	1	3	2	1	4	1	1	1	1	1	1	1	1	3	1	1	1	1	1	10	8	9	10	8	9	10	8	9	6	6	2	3	1	1.888888889	2	2	2	2	1	2	1	5	5	4	10	1
792	1	8	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	12	1	1	1	1	1	11	8	10	11	8	10	11	8	10	3	3	6	5	2	3.916666667	3	1	1	3	2	2	2	8	7	7	10	1
793	1	10	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	9	2	1	1	1	1	11	8	10	11	8	10	11	8	10	2	2	2	3	1	1.75	2	1	1	2	1	1	9	6	5	6	10	1
794	1	5	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	23	1	1	1	1	1	8	4	5	8	4	5	5	3	4	9	3	2	7	3	5.708333333	3	1	2	4	3	4	2	3	4	3	10	1
795	1	6	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	26	1	1	1	1	1	8	6	7	8	6	7	9	6	7	3	8	3	3	1	1.962962963	2	1	1	2	1	1	2	4	4	4	2	1
796	1	6	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	9	3	1	1	1	1	11	9	10	11	9	10	11	9	10	2	7	2	3	0	1.842105263	2	1	1	2	1	2	1	5	5	5	10	1
797	1	10	2	1	1	3	2	4	4	1	1	1	1	1	1	1	1	25	1	1	1	1	1	11	8	10	11	8	10	11	10	11	2	7	2	3	1	1.631578947	2	1	1	3	1	2	1	6	6	6	9	1
798	1	7	1	1	1	3	1	3	6	1	1	1	1	1	1	1	1	35	1	1	1	1	1	9	8	8	9	8	8	11	7	9	7	7	5	3	0	1.70212766	2	1	1	3	1	2	2	6	5	5	3	1
799	1	4	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	11	9	10	11	9	10	12	9	11	2	10	2	3	1	1.684210526	2	1	1	2	1	2	1	6	6	5	9	1
800	1	8	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	11	9	10	11	9	10	11	9	10	7	2	2	3	1	2.3	2	1	1	2	2	2	3	5	6	6	10	1
801	1	7	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	15	2	1	1	1	1	4	4	4	4	4	4	8	4	5	3	6	6	3	1	2.15	2	1	2	2	2	2	9	4	3	3	9	1
802	1	8	1	1	1	3	5	1	4	1	1	1	1	1	1	1	1	29	1	1	1	1	1	7	6	7	7	6	7	9	6	8	6	6	8	4	1	2.222222222	2	1	1	3	1	2	1	4	4	4	10	1
803	1	6	2	1	1	3	1	1	4	1	1	1	1	1	1	1	1	26	1	1	1	1	1	11	10	11	11	10	11	11	9	10	2	2	5	2	1	1.65	2	1	2	3	2	2	1	7	7	7	10	1
804	1	9	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	12	10	11	12	10	11	12	9	10	2	7	7	2	0	1.315789474	2	1	1	2	1	1	9	6	6	6	10	1
805	1	9	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	9	1	1	1	1	1	8	6	7	8	6	7	8	6	7	2	2	2	3	1	2.111111111	2	1	1	2	2	2	1	3	3	3	9	1
806	1	7	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	9	1	1	1	1	1	11	9	10	11	9	10	11	9	9	5	5	8	4	2	2.7	2	2	2	3	2	2	3	5	6	6	10	1
807	1	10	2	1	1	3	1	2	4	1	1	1	1	1	1	1	1	16	2	1	1	1	1	8	6	7	8	6	7	10	7	8	2	6	6	2	0	0.894736842	2	1	2	3	1	2	2	4	3	4	10	1
808	1	10	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	29	2	1	1	1	1	9	7	8	9	7	8	9	6	8	3	3	3	3	1	1.958333333	2	1	2	3	2	2	1	5	4	4	10	1
809	1	8	1	1	1	1	2	2	4	1	1	1	1	1	1	1	1	16	2	1	1	1	1	11	9	10	11	9	10	11	8	9	2	5	8	3	1	2.0	2	1	2	2	1	2	1	4	4	4	10	1
810	1	6	2	1	1	3	1	1	4	1	1	1	1	1	1	1	1	9	1	1	1	1	1	11	9	10	11	9	10	12	8	10	1	2	1	2	0	1.428571429	2	1	1	2	1	1	2	7	6	6	9	1
811	1	8	2	1	1	3	2	1	4	1	1	1	1	1	1	1	1	15	1	1	1	1	1	8	5	6	8	5	6	9	6	7	2	6	2	4	2	2.888888889	2	1	1	2	1	1	2	4	4	4	9	1
812	1	5	2	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	11	10	10	11	10	10	12	9	10	2	2	7	2	1	1.578947368	2	1	1	3	1	2	1	6	6	6	9	1
813	1	7	2	1	1	3	2	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	10	9	9	10	9	9	11	9	10	6	8	3	5	4	4.75	3	1	3	4	2	3	6	7	7	7	10	1
814	1	8	1	1	1	3	1	3	6	2	1	2	1	2	1	2	1	18	2	1	1	1	1	10	7	8	10	7	8	9	7	8	8	2	3	4	2	2.695652174	2	1	1	2	2	2	3	7	5	6	10	1
815	1	5	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	9	1	1	1	1	1	10	8	9	10	8	9	11	9	10	8	3	3	3	1	2.25	2	1	1	2	1	2	2	7	6	6	2	1
816	1	6	3	1	1	2	2	3	4	1	1	1	1	1	1	1	1	35	2	1	1	1	1	11	9	10	11	9	10	12	9	10	7	10	9	3	0	1.833333333	2	1	1	2	1	1	1	6	6	6	9	1
817	1	10	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	29	1	1	1	1	1	9	8	8	9	8	8	10	4	6	2	2	6	4	2	2.727272727	2	1	1	3	2	2	1	3	3	3	9	1
818	1	8	2	1	1	3	5	1	4	1	1	1	1	1	1	1	1	29	2	1	1	1	1	10	9	9	10	9	9	11	9	10	2	7	9	2	0	0.789473684	2	1	1	2	1	1	2	5	5	5	10	1
819	1	5	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	31	2	1	1	1	1	6	5	5	6	5	5	9	6	8	6	6	2	2	0	1.333333333	2	1	2	2	1	1	2	2	2	2	9	1
820	1	8	2	1	1	3	4	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	8	7	8	8	7	8	9	8	8	3	4	3	4	3	3.041666667	2	1	1	3	2	2	3	7	6	6	10	1
821	1	5	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	11	9	10	11	9	10	11	9	10	2	2	3	5	1	4.083333333	3	1	3	4	2	3	6	6	6	6	10	1
822	1	5	4	1	1	3	2	3	4	1	1	1	1	1	1	1	1	35	2	1	1	1	1	10	9	9	10	9	9	11	9	10	9	9	5	2	1	1.684210526	2	1	1	2	1	2	6	6	6	6	10	1
823	1	5	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	6	5	5	6	5	5	8	5	6	2	6	2	3	1	1.85	2	1	1	3	1	1	9	4	4	4	10	1
824	1	8	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	26	1	1	1	1	1	5	4	4	5	4	4	9	5	7	6	3	3	4	0	2.260869565	2	1	2	3	1	2	2	5	3	4	10	1
825	1	9	3	1	1	3	2	4	4	1	1	1	1	1	1	1	1	34	1	1	1	1	1	11	10	10	11	10	10	12	10	10	2	7	7	5	2	3.473684211	3	2	2	3	2	2	1	6	6	6	10	1
826	1	8	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	3	1	1	1	1	1	11	9	10	11	9	10	12	10	11	7	9	5	3	1	1.875	2	1	1	3	2	2	1	8	8	8	10	1
827	1	7	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	9	4	1	1	1	1	11	10	10	11	10	10	12	9	10	2	10	10	4	2	2.9	2	1	1	3	1	2	1	7	6	6	10	1
828	1	8	2	1	1	3	8	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	3	4	2	3	6	2	4	3	3	3	3	2	2.541666667	2	2	2	3	1	2	9	8	5	6	9	1
829	1	7	2	1	1	3	3	2	9	1	1	1	1	1	1	1	1	16	2	1	1	1	1	10	8	9	10	8	9	11	9	10	8	3	6	6	1	4.333333333	3	1	3	4	3	3	1	7	7	7	10	1
830	1	8	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	6	5	5	6	5	5	9	6	8	6	6	2	2	0	1.333333333	2	1	2	2	1	1	2	2	2	2	9	1
831	1	9	1	1	1	2	3	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	6	3	4	6	3	4	8	3	5	2	2	3	4	1	2.625	2	1	1	2	1	1	9	7	6	6	3	1
832	1	8	1	1	1	3	5	1	4	1	1	1	1	1	1	1	1	12	2	1	1	1	1	11	8	10	11	8	10	12	8	10	1	2	2	2	0	1.260869565	2	1	1	2	1	1	2	7	6	6	10	1
833	1	6	1	1	1	3	6	1	4	1	1	1	1	1	1	1	1	12	2	1	1	1	1	11	9	10	11	9	10	11	9	10	2	2	3	5	1	4.083333333	3	1	3	4	1	3	6	6	6	6	9	1
834	1	6	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	26	3	1	1	1	1	8	7	7	8	7	7	10	6	7	3	6	6	2	0	1.3	2	1	1	3	2	2	2	4	3	3	10	1
835	1	6	2	1	1	3	2	1	4	1	1	1	1	1	1	1	1	3	1	1	1	1	1	9	7	8	9	7	8	10	7	9	2	2	2	3	1	2.15	2	1	1	2	2	2	9	5	5	5	10	1
836	1	5	1	1	1	3	1	3	4	1	1	1	1	1	1	1	1	44	1	2	1	1	1	11	9	10	11	9	10	11	9	10	5	7	2	3	0	1.473684211	2	1	1	3	1	2	1	6	6	5	3	2
837	1	6	4	1	1	3	1	1	4	1	1	1	1	1	1	1	1	12	1	2	1	1	1	5	4	5	5	4	5	8	5	6	6	6	3	3	1	2.263157895	2	1	2	2	2	2	9	4	3	3	9	2
838	1	10	2	1	1	3	4	1	4	1	1	1	1	1	1	1	1	12	2	2	1	1	1	12	10	10	12	10	10	11	9	10	2	7	9	3	1	2.263157895	2	1	1	2	2	2	2	7	6	6	10	2
839	1	5	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	12	2	2	1	1	1	12	10	11	12	10	11	12	9	10	2	9	7	3	2	2.157894737	2	1	2	3	1	2	7	6	6	6	9	2
840	1	6	1	1	1	3	1	4	4	1	1	1	1	1	1	1	1	5	2	2	1	1	1	11	9	10	11	9	10	11	9	10	2	7	7	4	1	2.789473684	2	1	1	2	1	1	6	6	6	6	10	2
841	1	10	1	1	1	3	1	3	4	1	1	1	1	1	1	1	1	44	2	2	1	1	1	11	9	10	11	9	10	11	9	10	2	7	7	4	1	2.789473684	2	1	1	2	1	1	6	6	6	6	9	2
842	1	6	1	1	1	3	4	4	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	11	9	10	11	9	10	11	9	10	2	7	7	4	1	2.789473684	2	1	1	2	1	1	6	6	6	6	9	2
843	1	6	1	2	1	3	2	1	4	1	1	1	1	1	1	1	1	3	3	2	1	1	1	11	9	10	11	9	10	11	9	10	2	7	7	4	1	2.789473684	2	1	1	2	1	1	6	6	6	6	9	2
844	1	1	1	1	1	3	3	1	2	1	1	1	1	1	1	1	1	19	4	2	1	1	1	11	9	10	11	9	10	11	9	10	2	7	7	4	1	2.789473684	2	1	1	2	1	1	6	6	6	6	10	2
845	1	4	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	15	2	2	1	1	1	11	9	10	11	9	10	11	9	10	2	7	7	4	1	2.789473684	2	1	1	2	1	1	6	6	6	6	3	2
846	1	5	1	1	1	3	6	1	4	1	1	1	1	1	1	1	1	15	4	2	1	1	1	11	9	10	11	9	10	11	9	10	2	7	7	4	1	2.789473684	2	1	1	2	1	1	6	6	6	6	10	2
847	1	5	2	1	1	3	1	1	7	1	1	1	1	1	1	1	1	3	2	2	1	1	1	11	10	10	11	10	10	11	9	10	7	7	5	3	0	1.95	2	1	1	2	1	1	9	7	7	6	9	2
848	1	8	1	2	1	3	2	1	3	1	1	1	1	1	1	1	1	19	3	2	1	1	1	11	9	10	11	9	10	11	9	10	5	7	5	3	0	1.894736842	2	1	1	2	1	1	9	7	6	6	9	2
849	1	5	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	37	3	2	1	1	1	11	9	10	11	9	10	11	9	10	5	7	5	3	0	1.894736842	2	1	1	2	1	1	9	7	6	6	9	2
