,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,预测工单类别
130,4,12,2,1,1,3,1,4,6,1,1,1,1,1,1,1,1,2,2,1,1,1,2,11,10,10,11,10,10,11,10,10,2,5,5,2,1,1.8125,2,1,1,2,1,1,1,10,8,9,7,5
131,4,10,2,1,1,1,6,4,4,1,1,1,1,1,1,1,1,28,1,1,1,1,2,12,9,10,12,9,10,12,10,11,2,5,2,2,0,1.421052632,2,1,1,2,1,2,6,7,6,6,7,5
132,4,7,1,2,1,2,7,1,4,1,1,1,1,1,1,1,1,12,2,1,1,1,2,10,9,10,10,9,10,11,9,10,3,3,10,3,0,1.869565217,2,1,1,2,1,1,1,9,9,9,7,5
133,4,11,1,1,1,2,1,4,4,1,1,1,1,1,1,1,1,13,2,1,1,1,2,10,9,9,10,9,9,11,8,10,8,9,7,3,0,1.875,2,1,1,2,1,2,3,5,6,5,7,5
134,3,7,1,1,1,3,3,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,2,9,7,8,9,7,8,10,7,9,1,1,2,3,1,1.85,2,1,1,2,1,1,9,3,4,3,7,5
135,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,37,2,1,1,1,2,11,9,10,11,9,10,12,9,10,5,9,10,3,1,2.263157895,2,1,1,2,1,2,9,7,6,6,7,5
136,1,8,1,1,1,3,4,1,4,1,1,1,1,1,1,1,1,37,2,1,1,1,2,8,7,7,8,7,7,9,5,7,2,3,2,2,1,1.708333333,2,1,2,2,1,2,3,4,4,3,7,5
137,4,6,1,1,1,3,4,1,4,1,1,1,1,1,1,1,1,29,3,1,1,1,2,9,4,6,9,4,6,9,5,7,1,1,2,2,0,1.086956522,2,1,1,2,2,2,2,5,5,5,7,5
138,3,7,1,1,1,3,2,1,4,1,1,1,1,1,1,1,1,26,2,1,1,1,2,9,6,8,9,6,8,8,5,7,3,3,2,4,1,2.043478261,2,1,1,3,1,2,2,5,5,5,7,5
139,4,8,1,1,1,3,3,1,4,1,1,1,1,1,1,1,1,26,4,1,1,1,3,7,6,6,7,6,6,10,6,8,8,5,6,4,1,2.526315789,2,1,2,3,1,2,9,4,4,4,7,5
140,3,10,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,12,1,1,1,1,2,11,10,10,11,10,10,11,9,10,5,2,9,3,0,1.631578947,2,1,2,2,1,2,6,6,7,6,7,5
141,3,5,2,1,1,3,7,3,4,1,1,1,1,1,1,1,1,44,1,1,1,1,2,7,5,6,7,5,6,8,5,7,2,3,3,4,0,1.9,2,1,1,2,1,1,3,4,4,4,7,5
142,1,4,1,2,1,3,1,1,4,1,1,1,1,1,1,1,1,15,2,1,1,1,2,10,7,8,10,7,8,11,8,9,3,3,2,4,1,3.125,3,1,2,3,2,2,2,6,5,5,7,5
143,4,3,2,1,1,2,1,1,6,1,2,1,2,1,2,1,2,37,3,1,1,1,2,10,9,9,10,9,9,11,9,10,8,8,6,5,0,1.75,4,1,2,3,1,2,1,9,7,8,7,5
144,3,7,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,29,3,1,1,1,2,8,5,6,8,5,6,9,5,7,2,2,3,3,1,1.95,2,1,1,2,1,1,3,4,4,4,7,5
145,4,9,1,1,1,3,2,1,4,1,1,1,1,1,1,1,1,3,2,1,1,1,2,6,3,3,6,3,3,4,2,3,6,6,6,4,1,2.3,3,1,2,4,2,2,9,5,4,4,7,5
146,2,9,1,1,1,3,1,4,4,1,1,1,1,1,1,1,1,45,1,1,1,1,2,11,8,9,11,8,9,10,8,9,2,2,2,3,0,1.565217391,2,1,1,3,1,2,2,6,6,6,7,5
147,3,9,1,2,1,2,2,2,4,1,1,1,1,1,1,1,1,16,2,1,1,1,2,10,8,9,10,8,9,11,8,10,7,3,7,5,0,2.195652174,2,1,1,3,1,2,1,6,7,6,7,5
148,4,6,1,1,1,3,4,1,4,1,1,1,1,1,1,1,1,15,2,1,1,1,2,11,10,10,11,10,10,11,9,9,2,7,9,2,0,1.526315789,2,1,1,2,1,1,6,6,6,6,7,5
149,4,10,1,1,1,2,1,3,4,1,1,1,1,1,1,1,1,44,3,1,1,1,3,11,9,10,11,9,10,12,9,10,5,10,2,3,0,1.666666667,2,1,1,2,1,1,1,6,5,5,7,5
150,3,7,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,24,3,1,1,1,2,9,6,7,9,6,7,9,6,7,1,2,4,4,1,2.173913043,2,1,1,2,1,2,2,6,6,6,7,5
151,4,2,1,1,1,3,1,3,4,1,1,1,1,1,1,1,1,35,1,1,1,1,2,12,10,11,12,10,11,11,9,10,2,7,10,3,0,1.875,2,1,1,2,1,2,6,8,8,8,7,5
152,4,7,2,1,1,2,4,4,4,1,1,1,1,1,1,1,1,21,2,1,1,1,2,7,5,6,7,5,6,5,2,3,3,3,3,3,2,2.291666667,2,1,1,3,2,2,9,5,5,5,7,5
153,4,6,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,37,2,1,1,1,2,11,9,10,11,9,10,11,9,10,7,7,7,4,1,2.125,2,1,1,2,1,1,6,8,8,8,7,5
154,4,5,1,2,1,3,6,1,4,1,1,1,1,1,1,1,1,37,2,1,1,1,2,6,5,5,6,5,5,9,5,7,6,6,6,3,1,1.833333333,2,1,1,2,1,2,2,4,4,4,7,5
155,2,11,1,1,1,2,2,2,4,1,1,1,1,1,1,1,1,4,2,1,1,1,2,10,9,9,10,9,9,12,9,10,5,10,7,2,0,1.210526316,2,1,1,2,1,1,1,6,5,6,7,5
156,3,8,2,1,1,1,3,2,4,1,1,1,1,1,1,1,1,16,1,1,1,1,2,11,9,10,11,9,10,11,9,10,5,8,7,3,0,1.526315789,2,1,1,2,1,1,1,6,6,6,7,5
157,3,7,1,1,1,1,2,5,9,1,1,1,1,1,1,1,1,27,1,1,1,1,2,11,11,11,11,11,11,12,10,11,2,2,2,3,2,2.615384615,2,1,1,3,2,2,1,5,5,5,7,5
158,3,4,1,1,1,3,5,4,4,1,1,1,1,1,1,1,1,38,3,1,1,1,2,11,9,10,11,9,10,12,9,11,2,5,2,3,1,2.35,2,1,1,2,1,1,3,6,6,6,7,5
159,3,9,1,1,1,3,2,1,4,1,1,1,1,1,1,1,1,19,1,1,1,1,2,10,9,9,10,9,9,11,9,10,8,5,5,3,2,2.411764706,3,2,2,2,2,2,1,5,6,5,7,5
160,1,6,1,1,1,1,3,1,7,1,2,1,2,1,2,1,2,9,1,1,1,1,2,10,9,9,10,9,9,11,9,10,8,5,5,3,2,2.411764706,3,2,2,2,2,2,1,5,6,5,7,5
161,1,10,2,1,1,3,1,1,4,1,1,1,1,1,1,1,1,37,2,1,1,1,2,7,5,6,7,5,6,9,5,6,3,6,2,3,1,2.0,2,1,1,2,1,2,2,6,5,5,7,5
162,4,7,1,2,1,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,9,10,11,9,10,11,9,10,5,8,5,4,2,2.85,2,2,2,3,2,2,3,4,5,5,7,5
163,4,9,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,40,5,1,1,1,3,11,9,10,11,9,10,11,9,9,8,5,10,3,1,1.95,2,1,2,3,2,2,1,6,5,5,7,5
164,4,8,2,1,1,1,4,2,4,1,1,1,1,1,1,1,1,4,3,1,1,1,4,9,6,8,9,6,8,9,6,7,5,2,8,4,2,3.210526316,2,1,2,3,1,2,9,4,5,4,7,5
165,1,7,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,9,2,1,1,1,2,8,5,6,8,5,6,8,4,6,2,6,6,2,0,1.578947368,2,1,1,2,1,1,2,3,3,3,7,5
166,4,7,2,1,1,3,3,4,4,1,1,1,1,1,1,1,1,17,2,1,1,1,2,5,4,4,5,4,4,9,4,6,3,6,6,3,1,2.125,2,1,1,2,1,2,2,4,3,3,7,5
167,4,10,1,1,1,3,3,1,4,1,1,1,1,1,1,1,1,15,1,1,1,1,2,9,8,8,9,8,8,10,7,8,2,1,6,3,1,2.304347826,2,1,1,2,1,2,1,5,5,5,7,5
168,4,11,1,1,1,3,9,5,8,1,1,1,1,1,1,1,1,31,1,1,1,1,2,10,7,8,10,7,8,10,7,9,2,1,2,3,2,2.25,2,1,2,2,2,2,9,7,6,6,7,5
169,4,4,1,1,1,3,4,4,4,1,1,1,1,1,1,1,1,17,1,1,1,1,2,11,9,10,11,9,10,12,9,10,2,2,9,3,0,1.5,2,1,1,2,1,1,2,5,5,5,7,5
170,2,8,2,1,1,3,6,4,4,1,1,1,1,1,1,1,1,13,1,1,1,1,2,12,10,11,12,10,11,12,9,11,9,10,6,5,2,4.545454545,3,1,2,4,2,2,1,8,7,8,7,5
171,4,6,1,2,1,2,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,2,6,5,5,6,5,5,10,5,7,6,7,3,3,1,1.85106383,2,1,1,2,1,2,2,5,4,5,7,5
172,3,6,1,1,1,3,3,1,4,1,1,1,1,1,1,1,1,31,1,1,1,1,2,6,4,5,6,4,5,6,3,5,2,6,2,4,2,2.736842105,2,1,1,3,1,2,9,4,4,4,7,5
173,2,5,1,1,1,3,3,1,9,1,1,1,1,1,1,1,1,29,2,1,1,1,2,11,10,10,11,10,10,12,9,10,2,7,5,3,0,2.291666667,2,1,1,3,2,2,1,8,6,7,7,5
174,3,5,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,37,2,1,1,1,3,11,9,10,11,9,10,11,9,10,2,7,2,3,0,1.842105263,2,1,1,2,1,2,1,5,5,5,7,5
175,1,8,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,12,2,1,1,1,2,7,4,6,7,4,6,9,4,6,1,1,1,2,0,1.391304348,2,1,1,2,1,1,2,5,5,5,7,5
176,2,12,1,1,1,3,3,5,4,1,1,1,1,1,1,1,1,4,4,1,1,1,2,12,10,11,12,10,11,11,9,10,2,2,9,4,1,2.473684211,2,1,2,2,1,2,6,6,6,6,7,5
177,4,5,2,1,1,2,3,1,4,1,1,1,1,1,1,1,1,37,2,1,1,1,2,11,10,11,11,10,11,12,10,11,3,9,3,6,2,3.454545455,3,1,2,3,2,2,6,9,7,8,7,5
178,3,9,1,1,1,2,3,1,4,1,1,1,1,1,1,1,1,31,2,1,1,1,2,6,4,5,6,4,5,6,3,5,2,6,2,4,2,2.736842105,2,1,1,3,1,2,9,4,4,4,7,5
179,1,8,1,1,1,3,3,1,4,1,1,1,1,1,1,1,1,37,1,1,1,1,2,9,8,8,9,8,8,10,7,8,7,5,3,4,1,2.413043478,2,1,2,2,1,1,2,5,5,5,7,5
180,1,4,1,2,1,3,2,1,4,1,1,1,1,1,1,1,1,29,3,1,1,1,2,12,9,10,12,9,10,12,10,11,2,10,2,3,1,2.05,2,1,1,2,1,1,9,5,5,5,7,5
181,3,6,1,1,1,3,4,1,4,1,1,1,1,1,1,1,1,40,2,1,1,1,2,11,9,10,11,9,10,12,10,11,2,7,2,3,1,2.0,2,1,1,3,1,1,1,7,6,6,7,5
182,4,9,1,1,1,3,4,1,4,1,1,1,1,1,1,1,1,26,1,1,1,1,2,11,9,10,11,9,10,11,8,9,5,2,7,3,0,1.529411765,2,1,1,2,2,2,9,6,5,6,7,5
183,2,5,1,2,1,2,3,1,4,1,1,1,1,1,1,1,1,12,1,1,1,1,2,6,5,5,6,5,5,8,5,6,2,6,2,3,1,1.85,2,1,1,3,1,1,9,4,4,4,7,5
184,3,10,1,1,1,3,3,1,9,1,1,1,1,1,1,1,1,37,2,1,1,1,2,12,10,11,12,10,11,12,9,10,2,3,7,3,1,1.791666667,2,1,1,2,1,1,6,8,7,7,7,5
185,3,5,1,1,1,5,4,1,4,1,1,1,1,1,1,1,1,29,1,1,1,1,2,12,10,11,12,10,11,11,9,10,2,2,2,3,2,2.25,2,1,1,2,1,1,1,6,6,6,7,5
186,4,12,4,1,1,3,2,2,4,1,1,1,1,1,1,1,1,4,2,1,1,1,2,12,9,10,12,9,10,11,9,10,2,5,7,2,0,1.35,2,1,1,2,1,2,2,5,6,6,7,5
187,3,7,1,1,1,2,2,1,9,1,1,1,1,1,1,1,1,15,1,1,1,1,2,11,9,9,11,9,9,11,8,10,2,5,2,3,0,1.75,2,1,1,2,1,1,9,6,6,6,7,5
188,1,10,1,1,1,5,3,1,4,1,1,1,1,1,1,1,1,37,2,1,1,1,2,10,8,9,10,8,9,10,8,9,2,3,2,3,1,1.52173913,2,1,1,2,1,1,1,7,5,6,7,5
189,1,6,1,1,1,3,2,1,4,1,1,1,1,1,1,1,1,29,1,1,1,1,2,10,8,9,10,8,9,11,8,10,7,3,7,5,0,2.195652174,2,1,1,3,1,2,1,6,7,6,7,5
190,4,4,2,1,1,3,1,2,4,1,1,1,1,1,1,1,1,16,2,1,1,1,2,11,9,10,11,9,10,11,8,10,6,8,3,5,0,2.083333333,3,1,1,4,1,2,1,7,7,7,7,5
191,2,10,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,29,2,1,1,1,2,6,5,5,6,5,5,10,6,7,2,6,3,3,2,2.1,2,1,2,2,1,1,9,4,3,4,7,5
192,2,10,1,1,1,3,3,1,4,2,1,2,1,2,1,2,1,29,2,1,1,1,2,11,10,10,11,10,10,12,10,11,2,2,2,4,1,2.170212766,2,1,1,3,1,2,6,6,5,5,7,5
193,4,5,2,1,1,3,1,2,4,1,1,1,1,1,1,1,1,16,2,1,1,1,2,12,9,10,12,9,10,12,10,10,7,7,9,3,1,2.208333333,2,1,1,3,2,2,2,8,8,8,7,5
194,3,6,2,1,1,3,2,2,4,1,1,1,1,1,1,1,1,4,1,1,1,1,2,12,11,11,12,11,11,11,9,10,2,2,5,3,1,2.055555556,3,2,2,2,1,2,6,7,7,7,7,5
195,7,8,1,1,1,2,2,4,4,1,1,1,1,1,1,1,1,35,2,1,1,1,2,8,7,7,8,7,7,9,7,8,2,2,2,3,1,1.916666667,2,1,1,2,1,1,1,3,4,3,7,5
196,4,11,1,1,1,3,3,4,4,1,1,1,1,1,1,1,1,25,1,1,1,1,2,11,8,10,11,8,10,11,10,11,2,7,2,3,1,1.631578947,2,1,1,3,1,2,1,6,6,6,7,5
197,4,8,1,1,1,3,3,1,4,1,1,1,1,1,1,1,1,26,2,1,1,1,2,10,9,9,10,9,9,11,9,10,8,2,5,4,2,2.833333333,2,1,1,2,2,2,2,7,7,7,7,5
198,3,6,1,1,1,3,6,2,2,1,1,1,1,1,1,1,1,4,2,1,1,1,2,11,8,9,11,8,9,11,8,10,3,6,6,6,1,2.791666667,3,1,1,3,2,2,9,8,7,7,7,5
199,3,9,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,16,2,1,1,1,2,11,9,10,11,9,10,11,9,10,7,2,7,3,0,1.458333333,2,1,1,2,1,2,6,8,8,7,7,5
200,1,7,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,37,3,1,1,1,3,9,7,8,9,7,8,9,7,8,2,2,2,3,2,2.272727273,2,1,1,2,2,2,1,6,5,5,7,5
201,1,7,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,37,1,1,1,1,2,12,10,11,12,10,11,12,9,10,2,2,7,3,0,1.541666667,2,1,1,2,1,2,1,7,7,7,7,5
202,2,9,1,1,1,3,1,5,6,1,1,1,1,1,1,1,1,6,1,1,1,1,2,6,3,4,6,3,4,8,3,5,2,2,3,4,1,2.625,2,1,1,2,1,1,9,7,6,6,7,5
203,4,10,1,1,1,2,3,2,4,1,1,1,1,1,1,1,1,4,1,1,1,1,2,8,8,8,8,8,8,10,8,9,6,6,2,3,0,2.315789474,2,1,1,2,1,2,1,5,4,4,7,5
204,4,6,4,2,1,1,6,1,4,1,1,1,1,1,1,1,1,37,2,1,1,1,2,12,9,10,12,9,10,12,9,10,2,8,2,2,0,1.260869565,2,1,1,2,1,1,1,5,5,5,7,5
205,1,10,1,1,1,3,1,2,4,1,1,1,1,1,1,1,1,4,1,1,1,1,2,9,8,8,9,8,8,11,8,9,3,7,5,3,1,2.29787234,2,1,1,2,1,2,1,6,5,5,7,5
206,3,2,1,1,1,3,3,1,4,1,1,1,1,1,1,1,1,40,3,1,1,1,2,7,6,6,7,6,6,8,6,7,6,8,3,3,1,2.0,2,1,1,2,1,1,2,5,4,4,7,5
207,4,6,1,1,1,3,2,3,4,1,1,1,1,1,1,1,1,24,1,1,1,1,2,12,9,11,12,9,11,12,9,11,2,2,9,3,0,1.75,2,1,1,2,1,2,9,6,6,6,7,5
208,4,9,1,1,1,2,3,1,9,1,1,1,1,1,1,1,1,26,1,1,1,1,2,11,10,10,11,10,10,12,9,10,3,8,6,6,3,4.833333333,3,1,3,4,2,3,1,7,6,6,7,5
209,4,7,2,2,1,1,3,1,4,1,1,1,1,1,1,1,1,29,1,1,1,1,2,11,10,10,11,10,10,12,10,11,2,5,3,2,1,1.75,2,1,1,2,2,2,6,10,8,9,7,5
210,1,5,2,1,1,3,2,1,4,1,1,1,1,1,1,1,1,12,2,1,1,1,2,8,5,6,8,5,6,9,5,6,2,6,3,2,1,1.565217391,2,1,1,2,1,2,2,6,5,5,7,5
211,3,4,1,1,1,5,4,1,4,1,1,1,1,1,1,1,1,15,3,1,1,1,2,9,6,7,9,6,7,7,5,6,2,3,2,3,1,2.263157895,2,1,1,3,2,2,2,3,3,3,7,5
212,1,5,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,26,2,1,1,1,2,7,6,6,7,6,6,8,5,6,3,2,1,4,1,2.708333333,2,1,1,3,2,2,9,6,5,6,7,5
213,4,11,1,1,1,3,3,2,4,1,1,1,1,1,1,1,1,4,4,1,1,1,2,11,9,10,11,9,10,12,9,10,6,10,6,5,0,1.782608696,2,1,1,3,1,2,1,7,7,7,7,5
214,4,5,1,1,1,2,3,4,4,1,1,1,1,1,2,1,2,4,2,1,1,1,2,7,6,6,7,6,6,10,7,8,6,8,2,4,1,2.25,2,1,2,2,1,2,9,4,4,4,7,5
215,4,7,2,2,1,3,1,1,4,1,1,1,1,1,1,1,1,37,2,1,1,1,2,12,10,11,12,10,11,11,9,10,9,9,5,3,0,1.75,2,1,1,2,1,2,9,7,6,6,7,5
216,2,9,1,1,1,3,1,3,4,1,1,1,1,1,1,1,1,30,2,1,1,1,2,8,6,7,8,6,7,10,6,8,1,1,3,2,1,1.5,2,1,1,3,1,2,9,6,5,5,7,5
217,1,8,2,1,1,3,1,1,4,1,1,1,1,1,1,1,1,29,2,1,1,1,2,11,9,10,11,9,10,12,8,10,2,2,1,2,0,1.260869565,2,1,1,2,1,1,2,6,6,6,7,5
218,4,6,2,1,1,3,1,1,4,1,1,1,1,1,1,1,1,12,1,1,1,1,2,11,10,10,11,10,10,11,9,10,2,2,7,3,0,1.833333333,2,1,1,3,1,2,6,8,8,8,7,5
219,1,9,2,1,1,3,1,1,4,1,1,1,1,1,1,1,1,9,2,1,1,1,2,11,10,11,11,10,11,12,9,10,2,2,5,3,1,1.958333333,2,1,1,2,1,2,1,7,7,7,7,5
220,4,4,1,1,1,3,4,5,4,1,1,1,1,1,1,1,1,4,2,1,1,1,2,9,6,7,9,6,7,9,6,7,1,2,4,4,1,2.173913043,2,1,1,2,1,2,2,6,6,6,7,5
221,4,5,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,12,2,1,1,1,2,10,9,9,10,9,9,11,9,10,10,8,8,2,1,1.684210526,2,1,1,3,1,2,1,5,5,5,7,5
222,3,6,2,1,1,2,2,2,4,1,1,1,1,1,1,1,1,16,4,1,1,1,2,7,6,6,7,6,6,6,2,4,6,3,3,3,1,1.958333333,2,1,1,3,2,2,2,5,4,4,7,5
223,4,8,1,1,1,2,5,1,4,1,1,1,1,1,1,1,1,12,1,1,1,1,2,12,9,10,12,9,10,12,9,10,7,2,10,3,1,2.0,2,1,1,3,2,2,1,7,7,7,7,5
224,6,7,4,1,1,3,6,1,4,1,1,1,1,1,1,1,1,12,2,1,1,1,2,10,8,9,10,8,9,11,7,9,1,2,2,3,1,1.5,2,1,1,3,1,2,2,3,4,3,7,5
225,3,9,2,1,1,2,3,2,4,1,1,1,1,1,1,1,1,16,2,1,1,1,3,8,5,6,8,5,6,9,5,7,6,6,3,2,0,1.47826087,2,1,1,3,1,2,2,6,4,5,7,5
226,4,8,1,2,1,3,1,2,4,1,1,1,1,1,1,1,1,16,2,1,1,1,2,10,9,9,10,9,9,11,9,10,10,9,8,5,0,1.25,2,1,1,4,1,2,1,8,8,8,7,5
227,3,5,1,1,1,2,5,1,2,1,1,1,1,1,1,1,1,37,1,1,1,1,2,11,10,10,11,10,10,11,9,10,2,2,8,3,1,1.4,2,1,1,2,1,1,1,6,6,6,7,5
228,4,7,1,1,1,3,3,4,4,1,1,1,1,1,1,1,1,28,2,1,1,1,2,6,4,5,6,4,5,7,4,6,3,6,2,4,0,1.95,2,1,1,3,2,2,9,5,3,4,7,5
229,4,10,1,1,1,3,3,1,4,1,1,1,1,1,1,1,1,29,2,1,1,1,2,11,11,11,11,11,11,12,11,11,2,2,2,4,2,2.736842105,2,1,2,3,2,2,6,7,6,6,7,5
230,4,11,1,1,1,2,4,5,4,1,1,1,1,1,1,1,1,35,1,1,1,1,2,11,9,10,11,9,10,11,9,10,2,6,6,5,2,3.458333333,3,1,2,3,1,2,1,8,7,7,7,5
231,1,5,1,1,1,3,3,1,4,1,1,1,1,1,1,1,1,37,2,1,1,1,2,12,10,11,12,10,11,12,9,10,2,5,7,3,1,2.208333333,2,1,1,2,1,2,6,8,7,7,7,5
232,4,5,1,1,1,3,12,2,4,1,1,1,1,1,1,1,1,4,2,1,1,1,2,11,9,10,11,9,10,11,7,9,8,6,3,6,0,3.333333333,3,1,2,4,2,3,1,7,7,6,7,5
233,2,5,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,15,2,1,1,1,2,6,4,5,6,4,5,6,4,5,3,6,6,3,2,2.473684211,2,1,2,2,2,2,9,4,3,3,7,5
234,2,9,2,2,1,3,3,1,4,1,1,1,1,1,1,1,1,37,2,1,1,1,2,11,9,10,11,9,10,11,10,11,2,7,2,2,1,1.7,2,1,1,2,1,1,1,5,5,5,7,5
235,2,11,2,1,1,2,1,4,6,1,1,1,1,1,1,1,1,8,2,1,1,1,2,12,10,11,12,10,11,12,9,11,3,3,8,4,1,2.181818182,2,1,2,2,1,2,6,9,7,8,7,5
236,4,5,1,1,1,3,5,1,9,1,1,1,1,1,1,1,1,37,2,1,1,1,2,9,6,7,9,6,7,10,8,9,2,3,3,5,1,4.333333333,4,1,3,4,2,3,1,5,4,4,7,5
237,2,7,1,1,1,1,1,5,4,1,1,1,1,1,1,1,1,1,2,1,1,1,2,10,9,9,10,9,9,11,9,9,5,5,8,4,2,3.15,2,2,2,3,2,2,3,5,6,5,7,5
238,4,7,2,1,1,5,11,3,4,1,1,1,1,1,1,1,1,35,3,1,1,1,2,12,10,11,12,10,11,11,9,10,2,2,10,3,2,2.526315789,2,1,1,3,2,2,6,6,6,6,7,5
239,3,5,2,1,1,3,3,1,4,1,1,1,1,1,1,1,1,12,2,1,1,1,3,12,10,11,12,10,11,12,9,10,2,3,7,3,1,1.791666667,2,1,1,2,1,1,6,8,7,7,7,5
240,4,11,2,1,1,3,1,4,4,1,1,1,1,1,1,1,1,45,3,1,1,1,2,12,10,11,12,10,11,12,10,11,2,3,2,5,1,4.090909091,4,2,3,4,3,3,1,8,7,7,7,5
241,2,6,1,1,1,1,5,4,4,1,1,1,1,1,1,1,1,17,2,1,1,1,2,12,10,11,12,10,11,11,9,10,2,2,2,3,2,2.25,2,1,1,2,1,1,1,6,6,6,7,5
242,3,7,1,1,1,2,4,4,4,1,1,1,1,1,1,1,1,13,1,1,1,1,2,7,6,6,7,6,6,8,6,7,2,6,3,3,2,2.25,2,1,1,2,1,2,9,4,3,3,7,5
243,4,11,2,1,1,1,4,3,4,1,1,1,1,1,1,1,1,44,1,1,1,1,2,12,9,10,12,9,10,12,9,10,2,5,7,3,1,1.95,3,1,1,2,1,1,3,5,6,5,7,5
244,3,8,1,1,1,1,3,4,4,1,1,1,1,1,1,1,3,17,1,1,1,1,2,11,9,10,11,9,10,12,9,10,2,7,7,2,1,1.578947368,2,1,2,2,1,2,3,6,6,6,7,5
245,4,11,1,1,1,3,3,4,4,2,1,2,1,2,1,2,1,35,1,1,1,1,2,11,9,10,11,9,10,11,9,10,2,7,7,3,2,2.5,2,1,2,3,2,2,3,5,5,5,7,5
246,1,6,1,1,1,2,5,5,4,1,1,1,1,1,1,1,1,20,1,1,1,1,2,11,9,10,11,9,10,12,9,10,2,8,5,3,1,2.222222222,2,1,1,3,1,2,1,5,5,5,7,5
247,2,12,1,2,1,3,2,1,4,1,1,1,1,1,1,1,1,15,3,1,1,1,2,12,11,11,12,11,11,11,9,10,2,2,5,3,1,2.055555556,3,2,2,2,1,2,6,7,7,7,7,5
248,3,7,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,13,2,1,1,1,2,11,9,9,11,9,9,12,9,10,5,2,10,4,1,1.95,2,1,1,3,2,2,6,6,6,6,7,5
249,4,5,1,1,1,3,6,1,4,1,1,1,1,1,1,1,1,12,2,1,1,1,3,11,9,10,11,9,10,11,9,9,2,2,8,4,1,1.75,2,1,1,3,2,2,1,7,7,7,7,5
250,6,5,1,1,1,3,1,5,4,1,1,1,1,1,1,1,1,37,3,1,1,1,2,10,9,10,10,9,10,12,9,10,7,2,9,3,1,2.2,2,1,1,2,2,2,9,6,6,6,7,5
251,2,10,1,1,1,3,3,1,9,1,1,1,1,1,1,1,1,37,2,1,1,1,2,12,9,10,12,9,10,11,9,10,7,2,5,4,1,2.263157895,2,1,1,3,1,2,3,6,6,6,7,5
252,4,5,1,1,1,2,7,1,4,1,1,1,1,1,1,1,1,40,1,1,1,1,2,11,9,10,11,9,10,11,9,10,2,8,6,6,1,4.166666667,3,1,3,4,2,3,1,7,6,7,7,5
253,4,7,2,1,1,3,2,1,4,1,1,1,1,1,1,1,1,12,1,1,1,1,2,12,10,11,12,10,11,12,9,10,1,5,5,2,2,2.0,2,1,1,2,1,1,3,10,9,9,7,5
254,3,5,2,1,1,3,4,4,4,1,1,1,1,1,1,1,1,8,1,1,1,1,2,12,10,10,12,10,10,12,9,10,5,7,7,2,1,1.75,2,1,1,2,1,1,6,6,6,5,7,5
255,3,8,1,1,1,3,4,1,4,1,1,1,1,1,1,1,1,12,1,1,1,1,2,12,9,10,12,9,10,12,10,11,2,10,2,3,1,2.05,2,1,1,2,1,1,9,5,5,5,7,5
256,4,9,1,1,1,3,5,1,4,1,1,1,1,1,1,1,1,12,2,1,1,1,2,11,10,11,11,10,11,12,9,10,6,6,6,5,1,2.565217391,3,1,1,3,2,2,6,8,7,7,7,5
257,5,6,1,1,1,1,3,4,4,1,1,1,1,1,1,1,1,28,1,1,1,1,2,6,4,5,6,4,5,7,4,6,3,6,2,4,0,1.95,2,1,1,3,2,2,9,5,3,4,7,5
258,4,10,2,1,1,3,3,2,4,1,1,1,1,1,1,1,1,4,2,1,1,1,2,11,8,10,11,8,10,11,7,9,2,5,2,5,1,2.789473684,2,1,1,3,1,2,3,4,5,5,7,5
259,7,10,1,1,1,2,3,4,4,1,1,1,1,1,1,1,1,38,2,1,1,1,2,12,10,11,12,10,11,12,9,10,2,5,5,2,1,1.916666667,2,1,1,2,2,2,1,9,9,9,7,5
260,4,6,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,29,1,1,1,1,2,10,9,9,10,9,9,11,8,9,5,2,2,5,2,3.894736842,3,2,2,3,2,3,9,4,4,4,7,5
